#CANONICAL_CLASS_NAME "AUTHOR"
com.aelitis.azureus.core.dht.netcoords.DHTNetworkPositionListener "Paul Gardner"
com.aelitis.azureus.core.dht.netcoords.DHTNetworkPositionManager "Paul Gardner"
com.aelitis.azureus.core.dht.netcoords.DHTNetworkPositionProvider "Paul Gardner"
com.aelitis.azureus.core.dht.netcoords.DHTNetworkPositionProviderInstance "Paul Gardner"
com.aelitis.azureus.core.dht.netcoords.DHTNetworkPositionProviderListener "Paul Gardner"
com.aelitis.azureus.core.dht.netcoords.vivaldi.ver1.Coordinates "Olivier Chalouhi"
com.aelitis.azureus.core.dht.netcoords.vivaldi.ver1.impl.HeightCoordinatesImpl "Olivier Chalouhi"
com.aelitis.azureus.core.dht.netcoords.vivaldi.ver1.impl.tests.VivaldiTest "Olivier Chalouhi"
com.aelitis.azureus.core.dht.netcoords.vivaldi.ver1.impl.tests.VivaldiVisualTest "Olivier Chalouhi"
com.aelitis.azureus.core.dht.netcoords.vivaldi.ver1.impl.VivaldiPositionImpl "Olivier Chalouhi"
com.aelitis.azureus.core.dht.netcoords.vivaldi.ver1.VivaldiPosition "Olivier Chalouhi"
com.aelitis.azureus.core.dht.netcoords.vivaldi.ver1.VivaldiPositionFactory "Paul Gardner"
com.aelitis.azureus.core.dht.netcoords.vivaldi.ver1.VivaldiPositionProvider "Paul Gardner"
com.aelitis.azureus.core.dht.router.DHTRouter "parg"
com.aelitis.azureus.core.dht.router.DHTRouterAdapter "parg"
com.aelitis.azureus.core.dht.router.DHTRouterContact "parg"
com.aelitis.azureus.core.dht.router.DHTRouterContactAttachment "parg"
com.aelitis.azureus.core.dht.router.DHTRouterFactory "parg"
com.aelitis.azureus.core.dht.router.DHTRouterFactoryObserver "Paul Gardner"
com.aelitis.azureus.core.dht.router.DHTRouterObserver "Michael Parker"
com.aelitis.azureus.core.dht.router.DHTRouterStats "parg"
com.aelitis.azureus.core.dht.router.impl.DHTRouterContactImpl "parg"
com.aelitis.azureus.core.dht.router.impl.DHTRouterImpl "parg"
com.aelitis.azureus.core.dht.router.impl.DHTRouterNodeImpl "parg"
com.aelitis.azureus.core.dht.router.impl.DHTRouterStatsImpl "parg"
com.aelitis.azureus.core.dht.speed.DHTSpeedTester "Paul Gardner"
com.aelitis.azureus.core.dht.speed.DHTSpeedTesterContact "Paul Gardner"
com.aelitis.azureus.core.dht.speed.DHTSpeedTesterContactListener "Paul Gardner"
com.aelitis.azureus.core.dht.speed.DHTSpeedTesterFactory "Paul Gardner"
com.aelitis.azureus.core.dht.speed.DHTSpeedTesterListener "Paul Gardner"
